SpecimenID,ShortID,SiteName,MicrositeID,Family,Genus,Species,SppCode,Epithey,Collector,Date.collected,Vegetative.Height,Canopy.W1,Canopy.W2,Max.Height,SA.Leaf1,SA.Leaf2,SA.Leaf3,Stem.Volume,Stem.Biomass,SSD,Biomass.Leaf1,Biomass.Leaf2,Biomass.Leaf3,SLA.Leaf1,SLA.Leaf2,SLA.Leaf3,Root.Biomass,Root.Length,Root.AvgDiam,Root.Volume,SRL,RTD,Soil.pH,pH.Temp,pH.SoilWeight,CN.sampleID,N.shoot,C.shoot,N.root,C.root,flag,Notes,,,,,,,
Kin-1-SymLae-2-CB,18-198,Kin,1,Asteraceae,Symphyotrichum,Symphyotrichum laeve,Sym lae,Astlae,2,06-Jul-18,22,18.4,14.5,23.5,17.8,5,4.6,0.75,185.455,247.273333,134.78,34.535,30.485,132.067072,144.780657,150.893882,NA,949.628,0.3471,0.898,NA,NA,6.53,19.4,NA,198,2.29,43.43,1.13,42.1,,,,,,,,,
Kin-2-SymLae-3-CBMD,18-199,Kin,2,Asteraceae,Symphyotrichum,Symphyotrichum laeve,Sym lae,Astlae,4,06-Jul-18,30,21.3,14.4,30,14.4,13.5,14,1,186.226,186.226,92.59,104.6,101.34,155.524355,129.063098,138.148806,NA,NA,NA,NA,NA,NA,6.37,22.1,NA,199,2.09,42.84,1.2,42.21,,,,,,,,,
Kin-3-SymLae-4-CBMD,18-200,Kin,3,Asteraceae,Symphyotrichum,Symphyotrichum laeve,Sym lae,Astlae,4,07-Jul-18,33.8,13.5,11.1,33.8,22.4,11.2,8.6,0.7,207.44,296.342857,171.11,100.92,73.34,130.909941,110.978993,117.262067,NA,217.5176,0.3683,0.232,NA,NA,5.65,22.4,NA,200,1.97,44.24,0.75,42.44,,,,,,,,,
Kin-3-SymLae-5-CBMD,18-201,Kin,3,Asteraceae,Symphyotrichum,Symphyotrichum laeve,Sym lae,Astlae,4,07-Jul-18,43.2,16.1,12.1,43.2,16,15.5,17.4,0.7,NA,NA,102.11,111.76,127.405,156.693762,138.69005,136.572348,NA,NA,NA,NA,NA,NA,5.98,22.2,NA,201,NA,NA,NA,NA,NA,,,,,,,,
Kin-2-SymOcc-2-CBMD,18-203,Kin,2,Caprifoliaceae,Symphoricarpos,Symphoricarpos occidentalis,Sym occ,Symocc,4,06-Jul-18,41.9,19.2,21.3,41.9,3.5,3.5,5.1,2,NA,NA,35.415,32.72,50.275,98.8281802,106.968215,101.442069,NA,282.7082,0.6445,0.922,NA,NA,6.14,22.1,NA,203,1.88,49.28,0.47,45.9,,,,,,,,,
Kin-3-SymOcc-3-CBMD,18-204,Kin,3,Caprifoliaceae,Symphoricarpos,Symphoricarpos occidentalis,Sym occ,Symocc,4,07-Jul-18,58.4,27.1,19.5,58.4,2.5,2.5,3.5,6,2685.305,447.550833,26.13,28.175,37.055,95.6754688,88.7311446,94.4541897,NA,392.1525,0.3515,0.381,NA,NA,5.99,18.9,NA,204,1.51,49.44,0.59,46.14,,,,,,,,,
Kin-4-SymOcc-4-CBMD,18-205,Kin,4,Caprifoliaceae,Symphoricarpos,Symphoricarpos occidentalis,Sym occ,Symocc,4,08-Jul-18,50.1,16.8,15.2,50.1,3,3.4,3.4,3,NA,NA,27.08,33.02,29.535,110.782866,102.967898,115.117657,NA,493.228,0.3616,0.507,NA,NA,6.14,22.3,NA,205,1.82,48.41,0.59,45.99,,,,,,,,,
Kin-4-TarOff-1-CBMD,18-206,Kin,4,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,4,,19.8,19.1,7,19.8,14.4,9.5,17.5,NA,998.91,NA,72.88,43.19,96.14,197.585071,219.958324,182.026212,NA,109.378,0.6289,0.34,NA,NA,6.8,19.8,NA,206,1.74,40.4,0.72,41.88,,Brome,,,,,,,
Kin-1-TheRho-1-CB,18-207,Kin,1,Fabaceae,Thermopsis,Thermopsis rhombifolia,The rho,Therho,2,05-Jul-18,30.5,18,12.3,30.5,9.6,9,7.2,1,147.91,147.91,80.415,71.58,55.13,119.380713,125.733445,130.600399,NA,69.0546,0.6406,0.223,NA,NA,6.33,22.4,NA,207,2.26,46.43,1.92,45.52,,,,,,,,,
Kin-1-TheRho-2-CB,18-208,Kin,1,Fabaceae,Thermopsis,Thermopsis rhombifolia,The rho,Therho,2,06-Jul-18,24.6,18.5,7.2,24.6,6.3,7.1,6.2,0.6,NA,NA,58.06,56.345,42.11,108.50844,126.009406,147.233436,NA,145.8779,0.5509,0.348,NA,NA,6.31,20.2,NA,208,2.7,47.13,1.79,47.18,,,,,,,,,
Kin-2-TheRho-3-CBMD,18-209,Kin,2,Fabaceae,Thermopsis,Thermopsis rhombifolia,The rho,Therho,4,06-Jul-18,26.2,47.9,18.5,26.2,13.8,13.6,11.8,1,156.36,156.36,108.965,107.415,83.585,126.646171,126.61174,141.173656,NA,106.3531,0.417,0.145,NA,NA,6.49,20.1,NA,209,NA,NA,1.08,46.36,NA,,,,,,,,
Kin-3-TheRho-4-CBMD,18-210,Kin,3,Fabaceae,Thermopsis,Thermopsis rhombifolia,The rho,Therho,4,07-Jul-18,31.2,29.8,14.1,31.2,14.8,17.3,8,0.8,205.105,256.38125,130.065,189.08,63.53,113.789259,91.4956632,125.92476,NA,54.3071,1.6545,1.168,NA,NA,NA,NA,NA,210,3.24,47.41,1.35,46.06,,,,,,,,,
Kin-3-TheRho-5-CBMD,18-211,Kin,3,Fabaceae,Thermopsis,Thermopsis rhombifolia,The rho,Therho,4,07-Jul-18,32.2,12.6,5.2,32.2,10.6,5.6,6.9,0.7,231.65,330.928571,99.605,54.545,63.815,106.42036,102.667522,108.125049,NA,9.4172,2.0465,0.31,NA,NA,6.18,19.3,NA,211,2.26,47.81,1.21,46.53,,,,,,,,,
Kin-1-TraDub-1-CB,18-212,Kin,1,Asteraceae,Tragopogon,Tragopogon dubius,Tra dub,Tradub,2,06-Jul-18,43.1,38.2,18.3,53.5,4.9,6.7,5.5,3.5,NA,NA,37.65,54.125,26.865,130.146082,123.787529,204.72734,NA,181.5585,0.3655,0.191,NA,NA,6.28,20.7,NA,212,1.76,43.38,0.8,45.17,,Shallow soil,,,,,,,
Kin-2-TraDub-2-CBMD,18-213,Kin,2,Asteraceae,Tragopogon,Tragopogon dubius,Tra dub,Tradub,4,06-Jul-18,53.6,27.2,9.4,65.4,8,8.3,5.4,4,1043.895,260.97375,59.88,49.795,25.675,133.600534,166.683402,210.321324,NA,NA,NA,NA,NA,NA,6.51,22.2,NA,213,NA,NA,NA,NA,NA,Flower buds,,,,,,,
Kin-3-TraDub-3-CBMD,18-214,Kin,3,Asteraceae,Tragopogon,Tragopogon dubius,Tra dub,Tradub,4,,33.4,22.3,17.2,39,7,6.1,4.4,2.5,595.995,238.398,36.39,27.905,22.385,192.360539,218.598817,196.560197,NA,217.8426,0.6416,0.704,NA,NA,6.52,20.1,NA,214,2.96,44.34,0.49,42.89,,,,,,,,,
Kin-4-VioAdu-1-CBMD,18-215,Kin,4,Violaceae,Viola,Viola adunca,Vio adu,Vioadu,4,08-Jul-18,14.8,5.4,8.6,14.8,7.4,2.1,5.1,0.1,NA,NA,32.275,7.93,17.93,229.279628,264.81715,284.439487,NA,373.2176,0.4445,0.579,NA,NA,6.75,21.4,NA,215,3.26,42.79,2.77,45.71,,Brome,,,,,,,
Kin-5-VioAdu-2-CBMD,18-216,Kin,5,Violaceae,Viola,Viola adunca,Vio adu,Vioadu,4,08-Jul-18,6.2,11,8,6.2,6.4,5.8,3,0.1,13.47,134.7,20.53,22.87,8.09,311.738919,253.607346,370.828183,NA,38.5769,0.4216,0.054,NA,NA,6.61,20.5,NA,216,2.16,41.5,2.11,46.08,,,,,,,,,
Kin-2-VicAme-1-CBMD,18-217,Kin,2,Fabaceae,Vicia,Vicia americana,Vic ame,Vicame,4,06-Jul-18,41.6,23.6,10.9,41.6,10.8,11.2,11.7,0.2,11.07,55.35,63.125,69.435,68.76,171.089109,161.301937,170.157068,10.88,92.9503,0.1954,0.028,8543.2261,388.571429,6.26,22.1,NA,217,2.7,44.87,1.82,44.13,,,,,,,,,
Kin-3-VicAme-2-CBMD,18-218,Kin,3,Fabaceae,Vicia,Vicia americana,Vic ame,Vicame,4,07-Jul-18,31.4,20.3,12.3,31.4,8.7,6.2,2.5,0.2,29.145,145.725,55.33,49.45,17.725,157.238388,125.379171,141.043724,NA,140.0953,0.3358,0.124,NA,NA,6.18,21.1,NA,218,3.7,45.38,1.92,38.11,,,,,,,,,
Kin-3-VicAme-3-CBMD,18-219,Kin,3,Fabaceae,Vicia,Vicia americana,Vic ame,Vicame,4,07-Jul-18,34.9,18,6.2,34.9,7.2,5.9,2.4,0.1,50.92,509.2,53.765,46.025,17.8,133.916116,128.1912,134.831461,NA,18.2512,0.6532,0.061,NA,NA,6.3,18.7,NA,219,2.41,44.89,2.6,44.37,,,,,,,,,
Kin-4-ThaVen-1-CBMD,18-220,Kin,4,Ranunculaceae,Thalictrum,Thalictrum venulosum,Tha ven,Thaven,4,08-Jul-18,21,11.5,9,21,11,11.5,13.3,0.4,NA,NA,60.575,52.535,59.68,181.593066,218.901685,222.855228,NA,14.8875,1.0871,0.138,NA,NA,6.86,19.7,NA,220,2.87,44.17,1.72,44.83,,,,,,,,,
Kin-4-ThaVen-2-CBMD,18-221,Kin,4,Ranunculaceae,Thalictrum,Thalictrum venulosum,Tha ven,Thaven,4,08-Jul-18,14.8,21.6,8.4,14.8,13.2,6.5,11.4,0.5,69.115,138.23,73.97,34.07,65.655,178.450723,190.783681,173.63491,NA,25.5752,1.0871,0.237,NA,NA,6.97,20.9,NA,221,2.85,44.34,1.25,44.81,,Brome,,,,,,,
Kin-5-ThaVen-3-CBMD,18-222,Kin,5,Ranunculaceae,Thalictrum,Thalictrum venulosum,Tha ven,Thaven,4,08-Jul-18,17.8,31.5,15,17.8,14.9,18.9,30.8,2,99.55,49.775,85.175,129.35,214.055,174.93396,146.115191,143.888253,NA,28.4006,1.8624,0.774,NA,NA,6.47,19.8,NA,222,3.13,44.63,2.35,44.58,,Brome,,,,,,,
Kin-5-LatVen-1-CBMD,18-223,Kin,5,Fabaceae,Lathyrus,Lathyrus venosus,Lat ven,Latven,4,08-Jul-18,64.8,55.4,14.1,64.8,16.5,66,48.7,0.8,200.315,250.39375,93.27,464.465,367.085,176.905758,142.098974,132.666821,NA,13.5899,1.516,0.245,NA,NA,6.23,21.5,NA,223,4.66,46.18,2.39,42.31,,Brome,,,,,,,
Kin-5-AgrCri-1-CBMD,18-224,Kin,5,Poaceae,Agropyron,Agropyron cristatum,Agr cri,Agrcri,4,08-Jul-18,40.1,15,4,40.1,3,6.9,5.5,0.2,171.53,857.65,37.265,67.33,45.255,80.5044948,102.480321,121.533532,NA,487.6695,0.2582,0.255,NA,NA,6.32,21.6,NA,224,1.64,43.56,1.01,40.8,,,,,,,,,
Kin-5-AgrCri-2-CBMD,18-225,Kin,5,Poaceae,Agropyron,Agropyron cristatum,Agr cri,Agrcri,4,08-Jul-18,35.1,20.8,3.9,35.1,5.3,5.7,4,0.2,20.135,100.675,44.055,44.275,33.065,120.304165,128.740824,120.973839,NA,364.8337,0.2855,0.234,NA,NA,6.83,20.1,NA,225,2.31,44.93,1.11,42.69,,,,,,,,,
Kin-5-AgrCri-3-CBMD,18-226,Kin,5,Poaceae,Agropyron,Agropyron cristatum,Agr cri,Agrcri,4,08-Jul-18,37.2,10.2,4.8,37.2,4.3,6.4,6.7,0.1,57.07,570.7,35.345,55.705,44.615,121.657943,114.890943,150.173708,NA,180.0836,0.487,0.336,NA,NA,6.43,19.7,NA,226,1.86,43.7,1.15,38.72,,,,,,,,,
Stave-1-LatOch-3-BA,18-227,Stave,1,Fabaceae,Lathyrus,Lathyrus ochroleucus,Lat och,Latoch,1,15-Jul-18,20.5,8,8,20.5,10.1,15.1,8.4,0.4,72,180,65,98,41,155.384615,154.081633,204.878049,NA,80.8861,1.0553,0.708,NA,NA,6.13,22.3,NA,227,NA,NA,3.61,41.75,NA,Same as ID. No reproductive parts.,,,,,,,
Sangu-1-TriRep-2-BA,18-228,Sangu,1,Fabaceae,Trifolium,Trifolium repens,Tri rep,Trirep,1,25-Jul-18,17,21,4.5,18.5,6,6.1,8,0.1,27,270,32,34,40,187.5,179.411765,200,NA,160.809,0.2803,0.099,NA,NA,6.43,20.6,NA,228,NA,NA,1.93,44.37,NA,Same as ID. Canopy measurement taken between adjacent leaves on stolon.,,,,,,,
Stave-1-BroIne-3-BA,18-229,Stave,1,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,1,15-Jul-18,72,23.5,12,95.5,9.2,22,20.3,0.9,264,293.333333,52,139,121,176.923077,158.273381,167.768595,50.465,124.0595,0.3301,0.106,2458.32755,476.084906,6.34,20.1,NA,229,1.71,44.43,0.69,43.38,,Same as ID,,,,,,,
TwinR-3-TarOff-1-BA,18-230,TwinR,3,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,1,17-Jul-18,35.5,19,15.5,39,59,58.7,44.9,1,80,80,236,225,180,250,260.888889,249.444444,NA,66.8747,0.3591,0.068,NA,NA,6.47,20.5,NA,230,NA,NA,0.92,42.99,NA,Same as ID,,,,,,,
TwinR-3-AgoGla-3-BA,18-231,TwinR,3,Asteraceae,Agoseris,Agoseris glauca,Ago gla,Agogla,1,17-Jul-18,26.5,9,12.5,30,12.3,11.7,9.2,0.2,41,205,99,58,40,124.242424,201.724138,230,NA,64.9276,0.9408,0.451,NA,NA,6.63,20.9,NA,231,1.41,42.93,1.31,41.66,,Same as ID,,,,,,,
TwinR-1-FesIda-1-BA,18-232,TwinR,3,Poaceae,Festuca,Festuca idahoensis,Fes ida,Fesida,1,17-Jul-18,23,40,37.5,36,3.9,1,0.7,0.2,10.48,52.4,12.75,12.11,10.32,305.882353,82.5763832,67.8294574,NA,328.793,0.2086,0.112,NA,NA,5.87,20.6,NA,232,1.31,44.51,0.69,38.99,,Same as ID. No reproductive samples.,,,,,,,
Stave-1-DasFru-3-BA,18-233,Stave,1,Rosaceae,Dasiphora,Dasiphora fruticosa,Das fru,Dasfru,1,15-Jul-18,38,52,32,46,2.4,2.3,2.8,3,570,190,16.765,15.48,29,143.155383,148.578811,96.5517241,NA,148.5802,0.4374,0.223,NA,NA,6.04,19.3,NA,233,2.17,46.19,0.67,48.86,,Same as ID,,,,,,,
Stave-1-DasFru-4-BA,18-234,Stave,1,Rosaceae,Dasiphora,Dasiphora fruticosa,Das fru,Dasfru,1,15-Jul-18,40,52,28,50,3.4,1.9,3.7,0.9,386,428.888889,21,14.345,29,161.904762,132.450331,127.586207,NA,61.2475,0.5347,0.138,NA,NA,6.56,18.6,NA,234,1.98,47.42,0.56,48.99,,Same as ID,,,,,,,
Stave-1-LatOch-4-BA,18-235,Stave,1,Fabaceae,Lathyrus,Lathyrus ochroleucus,Lat och,Latoch,1,15-Jul-18,26.5,16,7,26.5,14.6,20.6,24.5,0.3,61,203.333333,102,122,165,143.137255,168.852459,148.484849,NA,42.5443,0.7961,0.212,NA,NA,6.35,19,NA,235,NA,NA,2.17,42.89,NA,Same as ID. No reproductive parts.,,,,,,,
TwinR-3-AgoGla-1-BA,18-236,TwinR,3,Asteraceae,Agoseris,Agoseris glauca,Ago gla,Agogla,1,17-Jul-18,31,12,9,35.5,7.3,7.9,6.1,1,53,53,36,38,29,202.777778,207.894737,210.344828,NA,51.6258,0.3108,0.039,NA,NA,6.1,20.5,NA,236,1.53,42.94,1.1,48.34,,Same as ID.,,,,,,,
Kin-7-PotHip-1-CBMD,18-237,Kin,7,Rosaceae,Potentilla,Potentilla hippiana,Pot hip,Potpen,4,19-Jul-18,19.1,15.9,6.2,31.2,NA,NA,NA,0.5,82.655,165.31,120,134,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58,21.8,NA,237,1.39,44.27,1.11,41.48,,Bags only say Kin-PotHip-1-CBMD not Kin-7-...,,,,,,,
Kin-?-AstLax-3-CBMD,18-238,Kin,NA,Asteraceae,Symphyotrichum,Symphyotrichum boreale,Sym bor,Symbor,4,19-Jul-18,18.2,21.5,16.4,18.2,NA,NA,NA,0.5,113,226,75,42,74,NA,NA,NA,1991,417.1751,0.8227,2.218,209.530437,897.655546,6.8,19.8,NA,238,3.43,45.5,2.36,46.46,,Roadside,,,,,,,
Kin-?-SisMon-1-CBMD,18-239,Kin,NA,Iridaceae,Sisyrinchium,Sisyrinchium montanum,Sis mon,Sismon,4,19-Jul-18,14.5,12.2,8.9,26.9,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.4711,0.44,0.217,NA,NA,7.15,16.9,NA,239,NA,NA,0.96,42.96,NA,,,,,,,,
Kin-?-EriGla-2-CBMD,18-240,Kin,NA,Asteraceae,Erigeron,Erigeron glabellus,Eri gla,Erigla,4,19-Jul-18,7.9,10.2,7.2,14.9,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.4801,0.6371,0.269,NA,NA,6.23,16.7,NA,240,1.43,44.83,1.3,44.58,,,,,,,,,
Kin-?-LacTat-2-CBMD,18-241,Kin,NA,Asteraceae,Lactuca,Lactuca tatarica,Lac tat,Lactat,4,19-Jul-18,48.7,12.9,11.1,56.2,NA,NA,NA,1,231,231,44,48,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,18.7,NA,241,2.04,45.45,0.65,42.91,,"Brome, area disturbed in last 30 years",,,,,,,
Kin-?-VioAdu-3-CBMD,18-242,Kin,NA,Violaceae,Viola,Viola adunca,Vio adu,Vioadu,4,19-Jul-18,7.1,11.5,2.4,7.1,NA,NA,NA,NA,NA,NA,27,22,57,NA,NA,NA,NA,94.3905,0.433,0.139,NA,NA,6.29,20.8,NA,242,1.77,42.26,1.17,41.71,,,,,,,,,
Kin-?-EriGla-3-CBMD,18-243,Kin,NA,Asteraceae,Erigeron,Erigeron glabellus,Eri gla,Erigla,4,19-Jul-18,7.9,9.6,8,20.9,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.6792,0.2536,0.11,NA,NA,6.48,19.4,NA,243,NA,NA,1.11,43.44,NA,,,,,,,,
Kin-7-PotHip-2-CBMD,18-244,Kin,7,Rosaceae,Potentilla,Potentilla hippiana,Pot hip,Potpen,4,19-Jul-18,14.1,43.1,17.9,36,NA,NA,NA,1,232.65,232.65,61,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58,18.8,NA,244,NA,NA,NA,NA,NA,,,,,,,,
Kin-?-SisMon-2-CBMD,18-245,Kin,NA,Iridaceae,Sisyrinchium,Sisyrinchium montanum,Sis mon,Sismon,4,19-Jul-18,16.5,5.4,6.5,30.1,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.3224,0.4734,0.28,NA,NA,6.37,19.2,NA,245,NA,NA,0.77,43.47,NA,,,,,,,,
Kin-?-TarOff-3-CBMD,18-246,Kin,NA,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,4,19-Jul-18,16.1,14,6.7,16.1,NA,NA,NA,NA,NA,NA,31,37,42,NA,NA,NA,NA,131.9513,0.4379,0.199,NA,NA,6.37,20.9,NA,246,1.21,43.08,0.54,41.8,,,,,,,,,
Kin-7-LacTat-3-CBMD,18-247,Kin,7,Asteraceae,Lactuca,Lactuca tatarica,Lac tat,Lactat,4,19-Jul-18,39.3,15.4,18.4,44.6,NA,NA,NA,0.5,178,356,29,46,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,22.3,NA,247,1.9,44.27,0.83,42.76,,Near Kin3. Bags only say Kin-LacTat-3-CBMD not Kin-7-...,,,,,,,
Kin-?-SisMon-3-CBMD,18-248,Kin,NA,Iridaceae,Sisyrinchium,Sisyrinchium montanum,Sis mon,Sismon,4,19-Jul-18,16.5,2.1,0.9,29.6,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7625,0.4764,0.049,NA,NA,6.52,21.4,NA,248,NA,NA,1.14,41.78,NA,,,,,,,,
Kin-?-PotHip-3-CBMD,18-249,Kin,NA,Rosaceae,Potentilla,Potentilla hippiana,Pot hip,Potpen,4,19-Jul-18,21.4,34.9,10.5,38.1,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6259,0.6296,0.267,NA,NA,6.74,21,NA,249,NA,NA,NA,NA,NA,,,,,,,,
Kin-7-AgrDas-1-CBMD,18-250,Kin,7,Poaceae,Elymus,Agropyron dasystachyum,Agr das,Agrdas,4,19-Jul-18,18.2,50,0.5,18.2,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,27.4689,0.4187,0.038,NA,NA,6.86,21.1,NA,250,1.4,44.49,1.19,45.61,,,,,,,,,
Kin-?-TarOff-2-CBMD,18-251,Kin,NA,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,4,19-Jul-18,15.5,16.4,13.9,28.1,NA,NA,NA,1,74.835,74.835,134,61,63,NA,NA,NA,NA,77.9013,0.8896,0.484,NA,NA,6.88,22.6,NA,251,1.92,41.35,0.97,40.4,,,,,,,,,
Stave-1-FesCam-2-BA,18-252,Stave,1,Poaceae,Festuca,Festuca campestris,Fes cam,Fescam,1,15-Jul-18,60,73,78,60,4.7,6.5,9.1,NA,NA,NA,75,84,NA,62.6666667,77.3809524,NA,NA,243.7649,0.4415,0.373,NA,NA,6.13,21.9,NA,252,NA,NA,0.95,41.26,NA,Same as ID. There was no stem samples and max height (no flowers),,,,,,,
Stave-1-BroIne-2-BA,18-253,Stave,1,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,1,15-Jul-18,71.5,13.5,8.5,85,10.1,15.1,13,0.5,163,326,62,82,77,162.903226,184.146342,168.831169,NA,288.572,0.2216,0.111,NA,NA,6.47,20.7,NA,253,1.65,43.88,0.77,43.42,,Same as specimen ID,,,,,,,
Stave-1-BroIne-5-BA,18-254,Stave,1,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,1,15-Jul-18,85.5,13,10,102,24.7,16.3,18.6,0.8,266,332.5,106,164,107,233.018868,99.3902439,173.831776,NA,211.5358,0.3228,0.173,NA,NA,6.36,20.5,NA,254,NA,NA,0.51,41.44,NA,Same as ID,,,,,,,
TwinR-3-TarOff-4-BA,18-255,TwinR,3,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,1,17-Jul-18,23,12,6,25,24.5,14.8,18.3,0.2,24,120,116,66,71,211.206897,224.242424,257.746479,NA,86.8655,0.2431,0.04,NA,NA,6.16,21.1,NA,255,NA,NA,0.78,44.03,NA,Same as ID,,,,,,,
TwinR-3-TarOff-3-BA,18-256,TwinR,3,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,1,17-Jul-18,30.5,20,13.5,32.5,41.5,60.1,44.3,0.3,40,133.333333,152,257,170,273.026316,233.85214,260.588235,NA,188.6715,0.3039,0.137,NA,NA,6.39,21.6,NA,256,NA,NA,0.99,41.21,NA,Same as ID,,,,,,,
Sangu-1-TriRep-5-BA,18-257,Sangu,1,Fabaceae,Trifolium,Trifolium repens,Tri rep,Trirep,1,25-Jul-18,18.5,14.5,7.5,20,2.2,6.8,5.8,0.1,34,340,8.66,39,30,254.04157,174.358974,193.333333,NA,NA,NA,NA,NA,NA,6.29,21.5,NA,257,2.75,43.14,2,43.67,,Same as ID. Canopy measurement taken between leaves adjacent on stolon.,,,,,,,
Matth-1-BouGra-3-BA,18-258,Mat,1,Poaceae,Bouteloua,Bouteloua gracilis,Bou gra,Bougra,1,19-Jul-18,23,7,4.5,26,1.4,0.3,1.1,0.1,8.825,88.25,10.005,2.255,7.22,139.930035,133.037694,152.354571,NA,131.715,0.3476,0.125,NA,NA,6.55,20.9,NA,258,NA,NA,0.55,42.8,NA,Same as ID,,,,,,,
Stave-1-FesCam-3-BA,18-259,Stave,1,Poaceae,Festuca,Festuca campestris,Fes cam,Fescam,1,15-Jul-18,56,98,100,56,7.5,6.6,6.3,NA,NA,NA,117,103,85,64.1025641,64.0776699,74.1176471,NA,320.4629,0.3579,0.322,NA,NA,6.22,20,NA,259,NA,NA,0.79,34.64,NA,Same as ID. No stem sample and max height taken (no flowers).,,,,,,,
Stave-1-DanPar-4-BA,18-260,Stave,1,Poaceae,Danthonia,Danthonia parryi,Dan par,Danpar,1,15-Jul-18,37,73,62,37,6.2,6.5,8.7,NA,NA,NA,58,44,76,106.896552,147.727273,114.473684,NA,NA,NA,NA,NA,NA,6.49,20.7,NA,260,NA,NA,NA,NA,NA,Same as ID. No stem sample and max height taken (no flowers).,,,,,,,
OneFo-1-TraDub-4-BA,18-261,OneFo,1,Asteraceae,Tragopogon,Tragopogon dubius,Tra dub,Tradub,1,18-Jul-18,36.5,12,14.5,43,5.2,5.6,4.8,1.5,409.96,273.306667,34,31,38,152.941177,180.645161,126.31579,NA,45.3426,0.2868,0.029,NA,NA,7,21,NA,261,1.23,43.49,0.575,47.585,,Same as ID,,,,,,,
TwinR-3-TarOff-2-BA,18-262,TwinR,3,Asteraceae,Taraxacum,Taraxacum officinale,Tar off,Taroff,1,17-Jul-18,29.5,16.5,13,32,44.2,41.6,34.8,0.4,43,107.5,165,172,132,267.878788,241.860465,263.636364,NA,NA,NA,NA,NA,NA,6.73,21.3,NA,262,NA,NA,NA,NA,NA,Same as ID,,,,,,,
Stave-1-DasFru-5-BA,18-263,Stave,1,Rosaceae,Dasiphora,Dasiphora fruticosa,Das fru,Dasfru,1,15-Jul-18,33,43,45,43,2.1,1.4,2.2,2,661,330.5,15.44,8.815,16.875,136.010363,158.820193,130.37037,NA,93.9409,0.5388,0.214,NA,NA,6.76,21.1,NA,263,1.44,47.13,0.35,48.26,,Same as ID,,,,,,,
Stave-1-BroIne-4-BA,18-264,Stave,1,Poaceae,Bromus,Bromus inermis,Bro ine,Broine,1,15-Jul-18,51.5,13,6,67,14.1,11.8,17,0.4,NA,NA,34,58,55,414.705882,203.448276,309.090909,47.11,196.5449,0.2574,0.102,4172.04203,461.862745,6.5,20.4,NA,264,NA,NA,NA,NA,NA,Same as ID,,,,,,,
Stave-1-RosAci-2-BA,18-265,Stave,1,Rosaceae,Rosa,Rosa acicularis,Ros aci,Rosaci,1,15-Jul-18,25.5,41.5,27,28,24.2,21.3,12.5,2,370,185,189,148,100,128.042328,143.918919,125,NA,131.536,0.5,0.258,NA,NA,6.99,20.8,NA,265,NA,NA,0.62,46.71,NA,Same as ID,,,,,,,
Stave-1-LatOch-1-BA,18-266,Stave,1,Fabaceae,Lathyrus,Lathyrus ochroleucus,Lat och,Latoch,1,15-Jul-18,24,9,12,24,19.4,21,11.9,0.1,66,660,90,133,86,215.555556,157.894737,138.372093,NA,162.0929,0.4418,0.249,NA,NA,5.9,21.7,NA,266,NA,NA,2.1,44.43,NA,Same as ID. No reproductive parts.,,,,,,,
Stave-1-DanPar-3-BA,18-267,Stave,1,Poaceae,Danthonia,Danthonia parryi,Dan par,Danpar,1,15-Jul-18,50,61,64,50,3.9,6.5,6.2,NA,NA,NA,34,56,46,114.705882,116.071429,134.782609,79.565,113.7899,0.4011,0.144,1430.15019,552.534722,6.19,22.1,NA,267,NA,NA,0.39,49.23,NA,Same as ID. No stem sample and max height because there are no flowers.,,,,,,,
Sangu-1-TriRep-4-BA,18-268,Sangu,1,Fabaceae,Trifolium,Trifolium repens,Tri rep,Trirep,1,25-Jul-18,13.5,6,4,26,4.1,8.1,6.3,0.1,24,240,14.61,41,23,280.629706,197.560976,273.913044,56.67,489.9898,0.2403,0.222,8646.37021,255.27027,6.79,21.1,NA,268,2.2,41.55,2,44.02,,Same as ID. Canopy measurement taken between leaves adjacent on stolon.,,,,,,,
